-0.194872,-0.948767,-0.248731,
-0.223562,-0.948705,-0.223562,
-0.693416,-0.195820,-0.693418,
-0.604782,-0.195819,-0.771942,
-0.507324,-0.195819,-0.839212,
-0.163572,-0.948699,-0.270581,
0.434204,-0.543666,0.718258,
0.517638,-0.543596,0.660722,
0.593483,-0.543649,0.593484,
-0.129683,-0.948766,-0.288143,
-0.402470,-0.195821,-0.894244,
-0.291745,-0.195820,-0.936237,
-0.094062,-0.948701,-0.301858,
0.249696,-0.543663,0.801300,
0.344481,-0.543598,0.765398,
-0.056954,-0.948775,-0.310778,
-0.176766,-0.195830,-0.964575,
-0.059209,-0.195833,-0.978848,
-0.019088,-0.948708,-0.315578,
0.050677,-0.543652,0.837780,
0.151296,-0.543591,0.825602,
0.019080,-0.948773,-0.315381,
0.059212,-0.195829,-0.978849,
0.176759,-0.195822,-0.964578,
0.056990,-0.948702,-0.310991,
-0.151287,-0.543657,0.825560,
-0.050678,-0.543580,0.837826,
0.093997,-0.948773,-0.301653,
0.291740,-0.195835,-0.936235,
0.402466,-0.195824,-0.894245,
0.129755,-0.948706,-0.288305,
-0.344465,-0.543641,0.765375,
-0.249705,-0.543592,0.801345,
0.163465,-0.948768,-0.270405,
0.507320,-0.195823,-0.839214,
0.604779,-0.195811,-0.771946,
0.195004,-0.948694,-0.248904,
-0.517613,-0.543665,0.660686,
-0.434224,-0.543596,0.718298,
0.223428,-0.948768,-0.223428,
0.693416,-0.195826,-0.693416,
0.771943,-0.195816,-0.604781,
0.248893,-0.948698,-0.194998,
-0.660686,-0.543661,0.517616,
-0.593507,-0.543599,0.593506,
0.270421,-0.948761,-0.163477,
0.839213,-0.195817,-0.507324,
0.894245,-0.195822,-0.402467,
0.288303,-0.948707,-0.129754,
-0.765368,-0.543650,0.344467,
-0.718283,-0.543618,0.434222,
0.301651,-0.948774,-0.093996,
0.936236,-0.195833,-0.291740,
0.964575,-0.195829,-0.176766,
0.310956,-0.948714,-0.056985,
-0.825572,-0.543638,0.151291,
-0.801345,-0.543590,0.249712,
0.315409,-0.948764,-0.019082,
0.978850,-0.195821,-0.059211,
0.978851,-0.195819,0.059209,
0.315602,-0.948700,0.019090,
-0.837777,-0.543656,-0.050673,
-0.837810,-0.543605,0.050676,
0.310795,-0.948769,0.056955,
0.964576,-0.195831,0.176760,
0.936234,-0.195837,0.291744,
0.301807,-0.948719,0.094046,
-0.801314,-0.543641,-0.249699,
-0.825607,-0.543584,-0.151296,
0.288142,-0.948766,0.129682,
0.894243,-0.195823,0.402470,
0.839214,-0.195816,0.507322,
0.270601,-0.948691,0.163584,
-0.718259,-0.543664,-0.434204,
-0.765404,-0.543587,-0.344484,
0.248713,-0.948774,0.194856,
0.771942,-0.195830,0.604778,
0.693419,-0.195820,0.693415,
0.223566,-0.948703,0.223564,
-0.593485,-0.543652,-0.593479,
-0.660722,-0.543599,-0.517636,
0.194874,-0.948765,0.248736,
0.604779,-0.195818,0.771944,
0.507322,-0.195828,0.839211,
0.163556,-0.948711,0.270551,
-0.434209,-0.543650,-0.718267,
-0.517642,-0.543596,-0.660719,
0.129682,-0.948764,0.288148,
0.402465,-0.195821,0.894246,
0.291743,-0.195821,0.936237,
0.094056,-0.948709,0.301837,
-0.249695,-0.543650,-0.801310,
-0.344481,-0.543597,-0.765399,
0.056958,-0.948768,0.310798,
0.176768,-0.195832,0.964574,
0.059209,-0.195820,0.978851,
0.019091,-0.948700,0.315601,
-0.050677,-0.543655,-0.837777,
-0.151293,-0.543607,-0.825592,
