-1.548283,1.477585,-0.299499,
-1.494477,1.477585,-0.347146,
-1.488826,1.457865,-0.341495,
-1.543355,1.457865,-0.293208,
-1.603288,1.457865,-0.251819,
-1.607423,1.477585,-0.258658,
-1.611937,1.471626,-0.266126,
-1.553665,1.471626,-0.306367,
-1.500647,1.471626,-0.353316,
-1.671069,1.477585,-0.225272,
-1.667789,1.457865,-0.217985,
-1.735886,1.457865,-0.192141,
-1.738264,1.477585,-0.199771,
-1.740860,1.471626,-0.208102,
-1.674650,1.471626,-0.233229,
-1.808050,1.477585,-0.182587,
-1.806610,1.457865,-0.174726,
-1.878913,1.457865,-0.165930,
-1.879396,1.477585,-0.173908,
-1.879923,1.471626,-0.182618,
-1.809623,1.471626,-0.191169,
-1.951267,1.477585,-0.173924,
-1.951749,1.457865,-0.165947,
-2.024056,1.457865,-0.174710,
-2.022616,1.477585,-0.182571,
-2.021043,1.471626,-0.191154,
-1.950740,1.471626,-0.182633,
-2.092395,1.477585,-0.199786,
-2.094773,1.457865,-0.192156,
-2.162881,1.457865,-0.217969,
-2.159601,1.477585,-0.225257,
-2.156020,1.471626,-0.233214,
-2.089799,1.471626,-0.208116,
-2.223233,1.477585,-0.258671,
-2.227367,1.457865,-0.251832,
-2.287319,1.457865,-0.293194,
-2.282391,1.477585,-0.299485,
-2.277009,1.471626,-0.306354,
-2.218719,1.471626,-0.266138,
-2.336177,1.477585,-0.347157,
-2.341828,1.457865,-0.341506,
-2.390139,1.457865,-0.396014,
-2.383848,1.477585,-0.400942,
-2.376979,1.471626,-0.406324,
-2.330007,1.471626,-0.353327,
-2.424663,1.477585,-0.460100,
-2.431502,1.457865,-0.455966,
-2.465365,1.457865,-0.520452,
-2.458077,1.477585,-0.523732,
-2.450120,1.471626,-0.527313,
-2.417195,1.471626,-0.464614,
-2.483548,1.477585,-0.590938,
-2.491178,1.457865,-0.588561,
-2.508624,1.457865,-0.659276,
-2.500763,1.477585,-0.660717,
-2.492181,1.471626,-0.662290,
-2.475218,1.471626,-0.593534,
-2.509411,1.477585,-0.732066,
-2.517388,1.457865,-0.731584,
-2.517404,1.457865,-0.804420,
-2.509427,1.477585,-0.803937,
-2.500717,1.471626,-0.803410,
-2.500701,1.471626,-0.732593,
-2.500748,1.477585,-0.875283,
-2.508609,1.457865,-0.876723,
-2.491194,1.457865,-0.947447,
-2.483563,1.477585,-0.945069,
-2.475233,1.471626,-0.942473,
-2.492165,1.471626,-0.873710,
-2.458063,1.477585,-1.012264,
-2.465350,1.457865,-1.015544,
-2.431516,1.457865,-1.080045,
-2.424677,1.477585,-1.075911,
-2.417209,1.471626,-1.071396,
-2.450106,1.471626,-1.008683,
-2.383836,1.477585,-1.135050,
-2.390127,1.457865,-1.139979,
-2.341840,1.457865,-1.194508,
-2.336189,1.477585,-1.188857,
-2.330019,1.471626,-1.182687,
-2.376968,1.471626,-1.129669,
-2.282382,1.477585,-1.236505,
-2.287310,1.457865,-1.242796,
-2.227376,1.457865,-1.284185,
-2.223242,1.477585,-1.277345,
-2.218728,1.471626,-1.269878,
-2.277001,1.471626,-1.229636,
-2.159596,1.477585,-1.310732,
-2.162876,1.457865,-1.318019,
-2.094778,1.457865,-1.343862,
-2.092401,1.477585,-1.336232,
-2.089805,1.471626,-1.327902,
-2.156015,1.471626,-1.302775,
-2.022614,1.477585,-1.353417,
-2.024055,1.457865,-1.361278,
-1.951751,1.457865,-1.370073,
-1.951269,1.477585,-1.362096,
-1.950742,1.471626,-1.353386,
-2.021041,1.471626,-1.344834,
-1.879398,1.477585,-1.362080,
-1.878915,1.457865,-1.370057,
-1.806608,1.457865,-1.361294,
-1.808049,1.477585,-1.353433,
-1.809621,1.471626,-1.344850,
-1.879925,1.471626,-1.353370,
-1.738270,1.477585,-1.336217,
-1.735892,1.457865,-1.343847,
-1.667783,1.457865,-1.318034,
-1.671063,1.477585,-1.310746,
-1.674644,1.471626,-1.302789,
-1.740865,1.471626,-1.327887,
-1.607432,1.477585,-1.277332,
-1.603297,1.457865,-1.284171,
-1.543345,1.457865,-1.242809,
-1.548274,1.477585,-1.236518,
-1.553655,1.471626,-1.229649,
-1.611946,1.471626,-1.269865,
-1.494488,1.477585,-1.188846,
-1.488837,1.457865,-1.194497,
-1.440526,1.457865,-1.139989,
-1.446817,1.477585,-1.135061,
-1.453686,1.471626,-1.129679,
-1.500658,1.471626,-1.182676,
-1.406002,1.477585,-1.075903,
-1.399163,1.457865,-1.080037,
-1.365300,1.457865,-1.015551,
-1.372588,1.477585,-1.012271,
-1.380545,1.471626,-1.008690,
-1.413470,1.471626,-1.071389,
-1.347117,1.477585,-0.945065,
-1.339487,1.457865,-0.947442,
-1.322041,1.457865,-0.876727,
-1.329902,1.477585,-0.875286,
-1.338485,1.471626,-0.873713,
-1.355448,1.471626,-0.942469,
-1.321254,1.477585,-0.803937,
-1.313277,1.457865,-0.804419,
-1.313261,1.457865,-0.731583,
-1.321239,1.477585,-0.732066,
-1.329948,1.471626,-0.732593,
-1.329964,1.471626,-0.803410,
-1.329917,1.477585,-0.660720,
-1.322057,1.457865,-0.659280,
-1.339472,1.457865,-0.588556,
-1.347102,1.477585,-0.590934,
-1.355433,1.471626,-0.593530,
-1.338500,1.471626,-0.662293,
-1.372603,1.477585,-0.523739,
-1.365315,1.457865,-0.520459,
-1.399150,1.457865,-0.455958,
-1.405989,1.477585,-0.460093,
-1.413456,1.471626,-0.464607,
-1.380559,1.471626,-0.527320,
-1.446829,1.477585,-0.400953,
-1.440539,1.457865,-0.396024,
-1.453698,1.471626,-0.406334,
-1.565037,1.423676,-0.320883,
-1.513686,1.423676,-0.366355,
-1.505449,1.424455,-0.358118,
-1.557853,1.424455,-0.311713,
-1.615451,1.424455,-0.271938,
-1.621477,1.423676,-0.281907,
-1.627503,1.417957,-0.291875,
-1.572220,1.417957,-0.330052,
-1.521923,1.417957,-0.374592,
-1.682218,1.423676,-0.250044,
-1.677437,1.424455,-0.239422,
-1.742880,1.424455,-0.214586,
-1.746346,1.423676,-0.225707,
-1.749811,1.417957,-0.236829,
-1.686998,1.417957,-0.260666,
-1.812947,1.423676,-0.209307,
-1.810847,1.424455,-0.197849,
-1.880333,1.424455,-0.189397,
-1.881036,1.423676,-0.201024,
-1.881739,1.417957,-0.212652,
-1.815047,1.417957,-0.220765,
-1.949627,1.423676,-0.201039,
-1.950330,1.424455,-0.189412,
-2.019819,1.424455,-0.197834,
-2.017719,1.423676,-0.209292,
-2.015620,1.417957,-0.220750,
-1.948923,1.417957,-0.212666,
-2.084313,1.423676,-0.225721,
-2.087779,1.424455,-0.214600,
-2.153233,1.424455,-0.239407,
-2.148452,1.423676,-0.250030,
-2.143672,1.417957,-0.260652,
-2.080848,1.417957,-0.236842,
-2.209179,1.423676,-0.281919,
-2.215205,1.424455,-0.271950,
-2.272821,1.424455,-0.311700,
-2.265637,1.423676,-0.320870,
-2.258453,1.417957,-0.330040,
-2.203153,1.417957,-0.291887,
-2.316968,1.423676,-0.366365,
-2.325205,1.424455,-0.358129,
-2.371633,1.424455,-0.410512,
-2.362463,1.423676,-0.417696,
-2.353294,1.417957,-0.424880,
-2.308731,1.417957,-0.374602,
-2.401415,1.423676,-0.474154,
-2.411384,1.424455,-0.468128,
-2.443927,1.424455,-0.530100,
-2.433304,1.423676,-0.534881,
-2.422682,1.417957,-0.539662,
-2.391447,1.417957,-0.480180,
-2.457613,1.423676,-0.599020,
-2.468734,1.424455,-0.595554,
-2.485500,1.424455,-0.663514,
-2.474042,1.423674,-0.665614,
-2.462584,1.417957,-0.667714,
-2.446492,1.417957,-0.602485,
-2.482295,1.423674,-0.733706,
-2.493922,1.424455,-0.733003,
-2.493938,1.424455,-0.803000,
-2.482311,1.423674,-0.802297,
-2.470683,1.417957,-0.801594,
-2.470668,1.417957,-0.734410,
-2.474028,1.423674,-0.870386,
-2.485485,1.424455,-0.872486,
-2.468749,1.424455,-0.940453,
-2.457628,1.423674,-0.936987,
-2.446506,1.417957,-0.933522,
-2.462570,1.417957,-0.868286,
-2.433291,1.423674,-1.001115,
-2.443913,1.424455,-1.005896,
-2.411397,1.424455,-1.067883,
-2.401429,1.423674,-1.061857,
-2.391460,1.417957,-1.055830,
-2.422669,1.417957,-0.996335,
-2.362452,1.423674,-1.118297,
-2.371622,1.424455,-1.125481,
-2.325217,1.424455,-1.177885,
-2.316979,1.423674,-1.169648,
-2.308743,1.417957,-1.161411,
-2.353283,1.417957,-1.111113,
-2.265629,1.423674,-1.215121,
-2.272812,1.424455,-1.224290,
-2.215214,1.424455,-1.264066,
-2.209188,1.423674,-1.254097,
-2.203162,1.417957,-1.244129,
-2.258445,1.417957,-1.205951,
-2.148447,1.423674,-1.285960,
-2.153228,1.424455,-1.296582,
-2.087784,1.424455,-1.321418,
-2.084319,1.423674,-1.310297,
-2.080853,1.417957,-1.299175,
-2.143666,1.417957,-1.275338,
-2.017718,1.423674,-1.326697,
-2.019817,1.424455,-1.338154,
